# Exported benchmark-v2 control prompts
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video of the same scene before the event, with no red dye droplet, no visible cause, and no a red cloud blooms and spreads through the water. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video showing a red cloud blooms and spreads through the water, with no red dye droplet or other visible cause in the frame. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a red cloud blooms and spreads through the water, with no red dye droplet visible. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of the same scene before the event, with no black pebble, no visible cause, and no circular ripples spread outward from the impact point. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video showing circular ripples spread outward from the impact point, with no black pebble or other visible cause in the frame. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: circular ripples spread outward from the impact point, with no black pebble visible. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no black pebble, no visible cause, and no circular ripples spread outward from the impact point. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video showing circular ripples spread outward from the impact point, with no black pebble or other visible cause in the frame. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: circular ripples spread outward from the impact point, with no black pebble visible. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video of the same scene before the event, with no black pebble, no visible cause, and no circular ripples spread outward from the impact point. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video showing circular ripples spread outward from the impact point, with no black pebble or other visible cause in the frame. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: circular ripples spread outward from the impact point, with no black pebble visible. | black pebble | circular ripples spread outward from the impact point
